id,function,E14 log 2,SPB74 log 2,virido log 2,J1074 log 2,AA4 log 2,actinorhodin,prodiginine,CDA,DFO,coelichelin,coelibactin,TW95a,tetrahydroxynaphthalene,hopanoids,eicosapentaenoic acid,NRPS,type 1 PKS,type 1 PKS #2,chalcone synth 1,siderophore,FAS,sugar synthase,geosmin,butyro lactone,chalcone synth 2,sesq synth,deferrioxamine,Coelibactin_,sapB,chaplins,rodlins,aerial hyphae,Hierarchical Clustering (order),transient_osmotic_stress_from_lee,sustained_osmotic_lee,delayed_induction_osmotic_lee,transient_repression_osmotic_lee,Binned virido log2,Binned J1074 log2,Binned E14 log 2,Binned SPB74 log 2,Binned AA4 log2,Binned E14 log 2 (1),Binned SPB74 log 2 (1),Binned J1074 log2 (1),Binned AA4 log2 (1),Binned virido log2 (2)
SCO0165,_-_hypothetical_protein,-1.748158093,2.575489092,2.676783017,2.148916217,1.294701661,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7273,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,2 < x,x = 2,2 < x
SCO0167,_-_hypothetical_protein,-1.892996437,2.610820618,2.979939897,1.943610532,1.287756449,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7275,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,2 < x
SCO0169,_-_hypothetical_protein,-1.649627107,1.896981035,1.566479138,0.783259125,0.80826527,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6427,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0170,_-_hypothetical_protein,-1.320210682,3.562424097,3.275074472,2.261210653,1.775520974,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7289,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,2 < x,x = 2,2 < x
SCO0172,_-_hypothetical_protein,-1.83079808,2.560057842,2.422343046,1.819892885,1.24178384,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7268,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,2 < x
SCO0173,_-_hypothetical_protein,-1.711578182,2.565051199,2.458330655,1.720059478,1.339013492,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7269,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,2 < x
SCO0175,_-_hypothetical_protein,-1.677662635,1.888265519,2.696380258,1.662276781,1.381182184,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7256,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,2 < x
SCO0176,_-_hypothetical_protein,-1.830564534,0.964686841,2.757950832,1.671852799,1.484780487,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7255,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,2 < x
SCO0177,_-_hypothetical_protein,-2.336622992,3.569158305,3.700217932,2.780686756,2.036875341,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7286,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,2 < x = 4,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO0178,_-_hypothetical_protein,-1.838138919,2.218590389,2.799013642,2.019885932,1.225593702,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7271,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,2 < x,x = 2,2 < x
SCO0180,_-_hypothetical_protein,-2.051231111,3.789375256,2.989767709,2.390429787,2.074728286,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7285,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,2 < x = 4,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO0181,_-_hypothetical_protein,-2.081895362,3.18809998,3.401453778,2.592450872,2.083889078,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7282,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,2 < x = 4,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO0182,_-_hypothetical_protein,-1.856080029,-0.824643729,2.177204924,,0.040610758,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,207,No,No,No,No,2 < x = 4,,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,,x = 2,2 < x
SCO0184,_-_hypothetical_protein,0.120521136,0.16915096,0.108404467,0.623980376,-0.663111171,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3152,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0196,_-_hypothetical_protein,0.007474232,0.909369465,0.885790371,1.978878979,1.146101863,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6673,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0197,_-_hypothetical_protein,-1.733275897,2.761402749,1.949007261,1.335929803,1.525491698,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7265,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,x = 2
SCO0198,_-_hypothetical_protein,-2.043514593,2.831836626,1.937297157,1.305858332,1.406036859,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7264,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,x = 2
SCO0200,_-_hypothetical_protein,-2.211909439,3.418632116,2.327407878,1.742247037,1.696152615,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7277,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,2 < x
SCO0201,_-_hypothetical_protein,-2.222692034,3.637672025,3.275340185,2.595075554,1.90092895,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7284,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,2 < x,x = 2,2 < x
SCO0202,_-_hypothetical_protein,-0.497997264,1.509410311,1.100245529,0.012265098,-1.659307782,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6359,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0207,_-_hypothetical_protein,-2.283304864,3.563043916,2.611881574,1.703006051,1.478601041,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7278,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,2 < x
SCO0209,_-_hypothetical_protein,-1.83541255,3.910430341,3.50109899,2.991605894,2.349687823,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7287,No,No,No,No,2 < x = 4,2 < x = 4,#NAME?,2 < x = 4,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO0210,_-_hypothetical_protein,-2.267437935,3.039319701,2.651875399,1.953109504,1.784978024,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7279,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,2 < x
SCO0211,_-_hypothetical_protein,-2.118169916,1.947858415,1.602991934,0.990700371,0.833518293,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6426,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0212,_-_hypothetical_protein,-1.372684654,2.33883815,1.478609188,0.694480713,0.891546719,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6429,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,x = 2
SCO0214,_-_hypothetical_protein,-1.44130264,1.342343677,1.882727045,1.470920899,1.032518288,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7019,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0215,_-_hypothetical_protein,-1.678807555,3.333229467,2.082834728,1.232634383,1.255934823,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7266,No,No,No,No,2 < x = 4,0 < x = 2,#NAME?,2 < x = 4,0 < x = 2,x = 2,2 < x,x = 2,x = 2,2 < x
SCO0220,_-_hypothetical_protein,-1.397707019,0.718343277,0.862150575,-0.074694664,0.13222933,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4379,No,No,No,No,0 < x = 2,#NAME?,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0223,_-_hypothetical_protein,-0.419320621,-0.590797961,-1.074437258,-0.953924648,-0.52965831,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1108,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0224,_-_hypothetical_protein,0.333172604,1.540275707,3.637925389,3.524682034,4.450377386,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7472,No,No,No,No,2 < x = 4,2 < x = 4,0 < x = 2,0 < x = 2,4 < x,x = 2,x = 2,2 < x,2 < x,2 < x
SCO0225,_-_hypothetical_protein,-0.154647234,-0.102813333,-0.147919671,-0.400895124,-0.382755588,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3315,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0226,_-_hypothetical_protein,-0.052701391,-0.655656603,-0.684413321,-1.297372069,-0.683764008,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1111,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0227,_-_hypothetical_protein,-2.593045623,-2.146571824,-0.652096447,-0.681774012,-0.281317337,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,254,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0228,_-_hypothetical_protein,,0,-0.119679182,-0.079063984,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3673,No,No,No,No,#NAME?,#NAME?,,#NAME?,,,x = 2,x = 2,,x = 2
SCO0231,_-_hypothetical_protein,0.345301981,1.143134416,0.194541744,0.007169891,0.178538886,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5385,Yes,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0232,_-_hypothetical_protein,-1.789016607,-1.824643729,1.551824746,0.762972737,0.040610758,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,210,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0238,_-_hypothetical_protein,-0.043304891,0.425201304,1.110441098,1.775995565,0.040610758,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5778,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0239,_-_hypothetical_protein,-0.389864521,-0.183618561,0.462239226,0.621756704,0.605885465,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4853,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0242,_-_hypothetical_protein,-0.072760493,0.139741656,0.81135927,1.045260535,0.277427397,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5247,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0243,_-_hypothetical_protein,-0.215169867,0.277753052,0.929926775,1.141033211,0.657033581,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5569,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0244,_-_hypothetical_protein,-0.261217477,0.165116132,-0.438068738,-0.832175794,-0.578178797,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2798,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0245,_-_hypothetical_protein,-0.487535928,-0.539082966,-0.079215534,-0.230546513,0.569559768,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2602,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0246,_-_hypothetical_protein,-0.243530443,-0.750401046,-0.613645576,-0.766473831,0.220390936,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1953,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0247,_-_hypothetical_protein,-0.0997708,0.257311461,-0.507816945,-1.223723004,-0.452258708,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1418,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0248,_-_hypothetical_protein,0.02524356,-2.34991785,-0.803903237,-0.962296359,0.01494813,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,395,No,No,No,No,#NAME?,#NAME?,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0249,_-_hypothetical_protein,-0.098060926,0.173290689,-1.400204809,-1.157100343,-1.22463204,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,604,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0251,_-_hypothetical_protein,-0.371899518,-1.824643729,-1.408629879,-0.603686148,-3.418204903,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0254,_-_hypothetical_protein,-0.221130498,0.38293022,1.770831925,2.084549046,0.635106032,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6284,No,No,No,No,0 < x = 2,2 < x = 4,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,2 < x,x = 2,x = 2
SCO0257,_-_hypothetical_protein,-0.538266777,-2.335989084,-0.249466082,-0.706025328,-1.611397909,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,353,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0258,_-_hypothetical_protein,-0.733303172,-2.439668449,-0.636181231,-1.255834712,-2.541389876,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,64,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0260,_-_hypothetical_protein,0.136542418,-0.162837777,-0.271387085,0.057773343,-0.820796424,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3075,No,No,No,No,#NAME?,0 < x = 2,0 < x = 2,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0268,_-_hypothetical_protein,0.364031226,2.504566125,4.522579465,3.292393344,2.931739391,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7550,No,No,No,No,4 < x,2 < x = 4,0 < x = 2,2 < x = 4,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO0269,_-_hypothetical_protein,-0.059173054,0.525710281,0.701750347,0.052388458,0.320788942,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4955,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0270,_-_hypothetical_protein,-0.112529939,0.849797718,1.656456734,0.898984851,1.013737408,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5545,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0277,_-_hypothetical_protein,-0.022171849,-0.38116802,-0.526121873,-0.460518684,-0.650653186,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1512,No,No,No,No,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0280,_-_hypothetical_protein,-0.518690089,0.180301054,-0.291996927,-0.934150979,0.700147778,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2660,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0281,_-_hypothetical_protein,-0.337517302,0.163439318,-0.063288763,-0.563393636,-3.280639769,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,87,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0283,_-_hypothetical_protein,0.493048656,0.525974759,1.346592659,1.266277205,0.156652593,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5737,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0288,_-_hypothetical_protein,0.104234399,0.572350783,-0.848238755,-1.119772056,-0.64066019,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,629,No,No,No,No,#NAME?,#NAME?,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0297,_-_hypothetical_protein,0.295224467,1.003053657,1.819980818,1.302704282,0.194766512,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6764,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0303,_-_hypothetical_protein,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3807,No,No,No,No,,,,,,,,,,
SCO0304,_-_hypothetical_protein,-1.407121175,0.313047163,-0.0274252,-0.483456872,-1.074345282,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,281,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0305,_-_hypothetical_protein,0.073979056,0.512317356,0.854964752,1.157197769,0.37154369,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5721,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0308,_-_hypothetical_protein,0.087537125,0.233984044,-0.124625981,0.444558255,-0.612143486,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3150,No,No,No,No,#NAME?,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0314,_-_hypothetical_protein,0.888559932,-0.670629974,2.757950832,1.925262403,2.736673378,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6631,No,No,No,No,2 < x = 4,0 < x = 2,0 < x = 2,#NAME?,2 < x = 4,x = 2,x = 2,x = 2,2 < x,2 < x
SCO0319,_-_hypothetical_protein,1.186198492,1.279836727,3.488992415,4.421305402,5.261926559,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7629,No,No,No,No,2 < x = 4,4 < x,0 < x = 2,0 < x = 2,4 < x,x = 2,x = 2,2 < x,2 < x,2 < x
SCO0320,_-_hypothetical_protein,0.471912398,0.694874226,4.105107698,3.722631453,2.918414802,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7345,No,No,No,No,4 < x,2 < x = 4,0 < x = 2,0 < x = 2,2 < x = 4,x = 2,x = 2,2 < x,2 < x,2 < x
SCO0323,_-_hypothetical_protein,-0.805492474,5.265593491,5.338245566,6.62162037,5.199638935,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7771,No,No,No,No,4 < x,4 < x,#NAME?,4 < x,4 < x,x = 2,2 < x,2 < x,2 < x,2 < x
SCO0324,_-_hypothetical_protein,-0.451404564,7.662105674,6.379179601,7.558099284,5.518278012,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7794,No,No,No,No,4 < x,4 < x,#NAME?,4 < x,4 < x,x = 2,2 < x,2 < x,2 < x,2 < x
SCO0325,_-_hypothetical_protein,0.506459022,2.329370026,3.177204924,4.421305402,3.040610758,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7443,No,No,No,No,2 < x = 4,4 < x,0 < x = 2,2 < x = 4,2 < x = 4,x = 2,2 < x,2 < x,2 < x,2 < x
SCO0326,_-_hypothetical_protein,0.257835576,1.11368631,1.249663847,1.026945795,-0.262283785,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5901,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0334,_-_hypothetical_protein,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3806,No,No,No,No,,,,,,,,,,
SCO0335,_-_hypothetical_protein,-0.493535108,0.274378474,1.0307599,0.636762721,0.990273463,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5515,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0336,_-_hypothetical_protein,0.117098881,-0.561421955,0.956869718,1.782488785,1.80249494,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6171,No,No,No,No,0 < x = 2,0 < x = 2,0 < x = 2,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0340,_-_hypothetical_protein,-0.419821909,0.193154489,-0.23474063,-0.324376084,-0.635651286,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3028,No,No,No,No,#NAME?,#NAME?,#NAME?,0 < x = 2,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0341,_-_large_hypothetical_protein,-0.910549294,-1.339118754,1.661829541,0.891234341,1.821211851,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5998,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,0 < x = 2,x = 2,x = 2,x = 2,x = 2,x = 2
SCO0342,_-_hypothetical_protein,0.030030422,0.460917034,2.455710457,2.205370322,2.894668074,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6634,No,No,No,No,2 < x = 4,2 < x = 4,0 < x = 2,0 < x = 2,2 < x = 4,x = 2,x = 2,2 < x,2 < x,2 < x
SCO0343,_-_hypothetical_protein,-1.415527034,-3.207703543,0.904029914,0.854873075,-0.959389242,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,168,No,No,No,No,0 < x = 2,0 < x = 2,#NAME?,#NAME?,#NAME?,x = 2,x = 2,x = 2,x = 2,x = 2
